post_id,text,post_text,time,image,video,comments,shares,reaction_count,week_day,hour,thích,yêu thích,haha,wow,thương thương,buồn,phẫn nộ,length_text,emoji_count
873558350795146,Một cái cây cần ở trong môi trường phù hợp mới có thể phát triển. Con người cũng vậy.,Một cái cây cần ở trong môi trường phù hợp mới có thể phát triển. Con người cũng vậy.,2023-07-31 10:38:02,1,0,80,264,7502,Monday,10,5521.0,1874.0,16.0,7.0,73.0,11.0,0.0,85,0
848974953253486,"Dù mang trong lòng nhiều tổn thương, nhưng lẽ sống của họ vẫn là chữa lành

#DoctorLofBacSiHanhPhuc #GoodDoctorVietNam #ChonYeuThuongChonHanhPhuc","Dù mang trong lòng nhiều tổn thương, nhưng lẽ sống của họ vẫn là chữa lành

#DoctorLofBacSiHanhPhuc #GoodDoctorVietNam #ChonYeuThuongChonHanhPhuc",2023-06-19 12:30:57,1,0,228,123,10470,Monday,12,6742.0,2684.0,30.0,7.0,147.0,860.0,0.0,145,0
847112076773107,"Cha mẹ thường lấy một quyền ra để đối thoại với con cái, đó là Quyền nhân danh tình yêu. Nhưng đôi khi, chính quyền lợi đó của cha mẹ lại đè nát tình yêu đáng quý khác của con mình mà không hiểu rằng: Tình yêuXem thêm của cha mẹ và của con đều đẹp đẽ, đều chân thành và bắt nguồn từ con tim. Tất cả đều xứng đáng được nâng niu, trân trọng và nuôi dưỡng.

Đừng để tình yêu thương của gia đình trở thành chiếc lồng giam giữ trái tim con cái, hãy để chúng trở thành một tường rào đầy an toàn, để nuôi dưỡng trái tim của con cái và cả tình yêu thiêng liêng của chúng.

#Lifebuoy #Safety4All #AnToànChoTấtCả","Cha mẹ thường lấy một quyền ra để đối thoại với con cái, đó là Quyền nhân danh tình yêu. Nhưng đôi khi, chính quyền lợi đó của cha mẹ lại đè nát tình yêu đáng quý khác của con mình mà không hiểu rằng: Tình yêuXem thêm của cha mẹ và của con đều đẹp đẽ, đều chân thành và bắt nguồn từ con tim. Tất cả đều xứng đáng được nâng niu, trân trọng và nuôi dưỡng.

Đừng để tình yêu thương của gia đình trở thành chiếc lồng giam giữ trái tim con cái, hãy để chúng trở thành một tường rào đầy an toàn, để nuôi dưỡng trái tim của con cái và cả tình yêu thiêng liêng của chúng.

#Lifebuoy #Safety4All #AnToànChoTấtCả",2023-06-16 13:00:01,1,0,960,477,6995,Friday,13,3045.0,3769.0,7.0,3.0,145.0,24.0,2.0,602,0
842328060584842,"Một đứa đáng ghét chưa chắc là người xấu đâu, có thể nó chỉ bị ảnh hưởng bởi môi trường tô xích xung quanh nó thui 🥹","Một đứa đáng ghét chưa chắc là người xấu đâu, có thể nó chỉ bị ảnh hưởng bởi môi trường tô xích xung quanh nó thui 🥹",2023-06-09 03:38:40,1,0,423,289,9513,Friday,3,6898.0,666.0,95.0,14.0,44.0,1794.0,2.0,116,1
840355537448761,"Hơi buồn khi quan niệm ""Đàn ông thành công là bản lĩnh, nhưng phụ nữ thành công lại là ăn may"" đến bây giờ vẫn khá phổ biến, mặc dù đã có rất nhiều bóng hồng đứng trên đỉnh cao vinh quang nhờ chính sự nỗ lựcXem thêm của họ. Mong rằng sẽ sớm đến ngày, tất cả mọi người đều có thể tự hào về những thành tựu của bản thân mình, mà không bị gắn nhãn bởi bất kì thành kiến nào cả.

#ChínhNữ #VìBạnXứngĐáng #NàoCóMayLàTựTay","Hơi buồn khi quan niệm ""Đàn ông thành công là bản lĩnh, nhưng phụ nữ thành công lại là ăn may"" đến bây giờ vẫn khá phổ biến, mặc dù đã có rất nhiều bóng hồng đứng trên đỉnh cao vinh quang nhờ chính sự nỗ lựcXem thêm của họ. Mong rằng sẽ sớm đến ngày, tất cả mọi người đều có thể tự hào về những thành tựu của bản thân mình, mà không bị gắn nhãn bởi bất kì thành kiến nào cả.

#ChínhNữ #VìBạnXứngĐáng #NàoCóMayLàTựTay",2023-06-06 13:00:00,1,0,139,97,4301,Tuesday,13,2695.0,1517.0,22.0,0.0,48.0,19.0,0.0,416,0
838970527587262,Chắc gì sau khi trưởng thành đã còn hợp với nhau 🙈,Chắc gì sau khi trưởng thành đã còn hợp với nhau 🙈,2023-06-04 01:51:05,1,0,297,268,10592,Sunday,1,7800.0,399.0,50.0,18.0,53.0,2270.0,2.0,50,1
838054477678867,"Có những người dành hơn nửa cuộc đời để tạo ra một danh tính, rồi sau đó mất nửa cuộc đời còn lại để nhận ra danh tính đó không phải là mình. Hoặc có khi sẽ không bao giờ nhận ra luôn 🥹","Có những người dành hơn nửa cuộc đời để tạo ra một danh tính, rồi sau đó mất nửa cuộc đời còn lại để nhận ra danh tính đó không phải là mình. Hoặc có khi sẽ không bao giờ nhận ra luôn 🥹",2023-06-02 10:39:23,1,0,308,248,9381,Friday,10,5574.0,240.0,2505.0,12.0,59.0,986.0,5.0,185,1
838005187683796,"Trái tim bạn như thế nào, thì con đường bạn bước đi sẽ y như vậy.","Trái tim bạn như thế nào, thì con đường bạn bước đi sẽ y như vậy.",2023-06-02 08:21:41,0,0,129,213,4902,Friday,8,3519.0,1271.0,20.0,7.0,36.0,49.0,0.0,65,0
837537241063924,một post trẻ trâu xàm xí để đu trend thíu nhi :3 chúc các em bé một buổi tối vui vẻ nhó :3,một post trẻ trâu xàm xí để đu trend thíu nhi :3 chúc các em bé một buổi tối vui vẻ nhó :3,2023-06-01 13:22:44,1,0,61,278,2604,Thursday,13,1566.0,906.0,88.0,0.0,36.0,8.0,0.0,90,0
836912441126404,"Users HC nói gì về sự an ủi 🫶

-\-\-\-\-\-\-\-\-\-\
Tui sợ thấy người khác khóc.
Tui không giỏi an ủi người khác một cách tinh tế. Thấy người ta buồn tui đã sợ, người ta khóc tui còn sợ hơn.
Bạn bè tui buồn, cách giải quyết của tui là chọc tụi nó bằng mấy mẩu chuyện không đầu không cuối tui lướt trên fb.
Bạn bè tui khóc, tui chọn cách im lặng làm lơ, giả bộ không biết người ta đang khóc.
Bạn bè tui vừa buồn vừa khóc, tui dỗ chúng nó bằng đồ ăn đồ uống chúng nó thích.
Vì có những người quen nói nói cười cười, sợ thế giới nhìn thấy, bản thân đang sụp đổ.
Nay bạn tui khóc, nó trốn ra sân chơi khu tập thể bên cạnh. Tui được tình báo truyền tin, vội đi xách 2 chai Tea+ nó mê đứ đừ về >..<

(Keng đang tập viết.)

-\-\-\-\-\-\-\-\-\-\
""Thôi đừng nghĩ nhiều nữa""
""Đừng buồn nữa""
""Yêu bản thân là phải luôn vui vẻ""
...
Mình biết những lời này bạn đã nghe rất nhiều từ những người xung quanh. Chính vì điều đó, đã có lúc khiến bạn cảm thấy chẳng một ai lắng nghe và hiểu được câu chuyện lẫn cảm xúc của bạn. Nhưng cũng đừng vì thế mà quá hà khắc với chính mình, bạn nhé. Vì ở nơi nào đó, vẫn sẽ có người hiểu cho bạn thôi nè.

(Whispering mind)

-\-\-\-\-\-\-\-\-\-\
Sẽ không sao nếu cậu chỉ có thể nói ""Thôi đừng buồn nữa"" với tớ.
Tớ cũng muốn được người khác ôm lấy vết thương. Nhưng thậm chí tớ còn không biết nó cần được xoa dịu bằng cách nào.
Tớ không muốn phải nhìn thấy ai đó bối rối khi không biết phải an ủi tớ ra sao. Có lẽ bản thân tớ vốn dĩ đã khá phức tạp.
Và vì tớ cũng không là một người an ủi tốt.
Nên sẽ không sao đâu khi cậu chỉ nói ""Thôi đừng buồn nữa"" với tớ. Vì nếu cậu kiên nhẫn ngồi đây đã là quá đỗi lớn lao rồi.
Nhưng đôi lúc bọn mình cũng như đứa trẻ sơ sinh, đau chỉ biết khóc. Dù cho ai đó luôn ra sức vồ về, muốn được hiểu, mà bản thân lại không có cách để nói ra chổ đau của mình.

(im tràchanh.)

-\-\-\-\-\-\-\-\-\-\
Tớ biết có đôi lúc cậu đã định tìm ai đó để nói rằng cậu đang mệt mỏi. Nhưng rồi cậu lại tự hỏi, liệu điều đó có đủ tệ để than vãn hay chưa.
Cậu sợ điều gì đó không rõ, và chọn giấu đi. Cậu nghĩ cậu có thể chịu thêm chút nữa.
Cứ mỗi lần như thế, khả năng chứa đựng của cậu lớn hơn. Tớ mong cậu không xem đó là mạnh mẽ, vì cuối cùng cậu sẽ chỉ thấy nghẹn ở trong lòng.
Những câu chuyện của cậu, dù lớn dù nhỏ. Nếu có ai đó thực sự lắng nghe, mong cậu đừng đắn đo hãy gửi họ một ít.
Vì tớ tin, bằng cách nào đó sẽ có người nguyện ngồi cạnh, không dò xét và bao dung tất thảy những cảm xúc nặng nề của cậu.

(im tràchanh.)

-\-\-\-\-\-\-\-\-\-\
Chúng mình cứ sống hết mình cho hôm nay, cho cảm xúc hiện tại, cho những người bên ta hôm nay.
Trải qua nhiều thăng trầm, mình hiểu được rằng mối quan hệ nào cũng có giai đoạn và thời hạn, không có gì là mãi mãi.
Mình cũng đã từng có những cảm xúc rất vui, rất hạnh phúc, rất yên bình. Mình chỉ muốn sống trong khoảng khắc đạt được cảm xúc ấy mãi thôi. Mình lo sợ nó qua đi, lo sợ nó không thể duy trì, mình đã tìm cách, nhưng mà chỉ có cách là chấp nhận thôi.
""Rồi ta sẽ lại yêu, vì trái tim ta còn"".

(Hành Không Dũng)","Users HC nói gì về sự an ủi 🫶

-\-\-\-\-\-\-\-\-\-\
Tui sợ thấy người khác khóc.
Tui không giỏi an ủi người khác một cách tinh tế. Thấy người ta buồn tui đã sợ, người ta khóc tui còn sợ hơn.
Bạn bè tui buồn, cách giải quyết của tui là chọc tụi nó bằng mấy mẩu chuyện không đầu không cuối tui lướt trên fb.
Bạn bè tui khóc, tui chọn cách im lặng làm lơ, giả bộ không biết người ta đang khóc.
Bạn bè tui vừa buồn vừa khóc, tui dỗ chúng nó bằng đồ ăn đồ uống chúng nó thích.
Vì có những người quen nói nói cười cười, sợ thế giới nhìn thấy, bản thân đang sụp đổ.
Nay bạn tui khóc, nó trốn ra sân chơi khu tập thể bên cạnh. Tui được tình báo truyền tin, vội đi xách 2 chai Tea+ nó mê đứ đừ về >..<

(Keng đang tập viết.)

-\-\-\-\-\-\-\-\-\-\
""Thôi đừng nghĩ nhiều nữa""
""Đừng buồn nữa""
""Yêu bản thân là phải luôn vui vẻ""
...
Mình biết những lời này bạn đã nghe rất nhiều từ những người xung quanh. Chính vì điều đó, đã có lúc khiến bạn cảm thấy chẳng một ai lắng nghe và hiểu được câu chuyện lẫn cảm xúc của bạn. Nhưng cũng đừng vì thế mà quá hà khắc với chính mình, bạn nhé. Vì ở nơi nào đó, vẫn sẽ có người hiểu cho bạn thôi nè.

(Whispering mind)

-\-\-\-\-\-\-\-\-\-\
Sẽ không sao nếu cậu chỉ có thể nói ""Thôi đừng buồn nữa"" với tớ.
Tớ cũng muốn được người khác ôm lấy vết thương. Nhưng thậm chí tớ còn không biết nó cần được xoa dịu bằng cách nào.
Tớ không muốn phải nhìn thấy ai đó bối rối khi không biết phải an ủi tớ ra sao. Có lẽ bản thân tớ vốn dĩ đã khá phức tạp.
Và vì tớ cũng không là một người an ủi tốt.
Nên sẽ không sao đâu khi cậu chỉ nói ""Thôi đừng buồn nữa"" với tớ. Vì nếu cậu kiên nhẫn ngồi đây đã là quá đỗi lớn lao rồi.
Nhưng đôi lúc bọn mình cũng như đứa trẻ sơ sinh, đau chỉ biết khóc. Dù cho ai đó luôn ra sức vồ về, muốn được hiểu, mà bản thân lại không có cách để nói ra chổ đau của mình.

(im tràchanh.)

-\-\-\-\-\-\-\-\-\-\
Tớ biết có đôi lúc cậu đã định tìm ai đó để nói rằng cậu đang mệt mỏi. Nhưng rồi cậu lại tự hỏi, liệu điều đó có đủ tệ để than vãn hay chưa.
Cậu sợ điều gì đó không rõ, và chọn giấu đi. Cậu nghĩ cậu có thể chịu thêm chút nữa.
Cứ mỗi lần như thế, khả năng chứa đựng của cậu lớn hơn. Tớ mong cậu không xem đó là mạnh mẽ, vì cuối cùng cậu sẽ chỉ thấy nghẹn ở trong lòng.
Những câu chuyện của cậu, dù lớn dù nhỏ. Nếu có ai đó thực sự lắng nghe, mong cậu đừng đắn đo hãy gửi họ một ít.
Vì tớ tin, bằng cách nào đó sẽ có người nguyện ngồi cạnh, không dò xét và bao dung tất thảy những cảm xúc nặng nề của cậu.

(im tràchanh.)

-\-\-\-\-\-\-\-\-\-\
Chúng mình cứ sống hết mình cho hôm nay, cho cảm xúc hiện tại, cho những người bên ta hôm nay.
Trải qua nhiều thăng trầm, mình hiểu được rằng mối quan hệ nào cũng có giai đoạn và thời hạn, không có gì là mãi mãi.
Mình cũng đã từng có những cảm xúc rất vui, rất hạnh phúc, rất yên bình. Mình chỉ muốn sống trong khoảng khắc đạt được cảm xúc ấy mãi thôi. Mình lo sợ nó qua đi, lo sợ nó không thể duy trì, mình đã tìm cách, nhưng mà chỉ có cách là chấp nhận thôi.
""Rồi ta sẽ lại yêu, vì trái tim ta còn"".

(Hành Không Dũng)",2023-05-31 14:31:07,1,0,87,162,2393,Wednesday,14,1535.0,691.0,13.0,2.0,128.0,24.0,0.0,3011,1
836667541150894,Lời tôi sẽ chọn để nói ra với con mình. 🥹,Lời tôi sẽ chọn để nói ra với con mình. 🥹,2023-05-31 05:15:40,1,0,1656,1589,42294,Wednesday,5,28213.0,12947.0,278.0,37.0,661.0,156.0,2.0,41,1
836217637862551,"“Bất cứ điều gì bạn đang tìm kiếm sẽ không đến dưới hình thức bạn mong đợi.”
- Haruki Murakami","“Bất cứ điều gì bạn đang tìm kiếm sẽ không đến dưới hình thức bạn mong đợi.”
- Haruki Murakami",2023-05-30 14:01:29,0,0,107,315,5006,Tuesday,14,3840.0,769.0,14.0,9.0,31.0,343.0,0.0,94,0
835957834555198,😢,😢,2023-05-30 04:00:42,1,0,2917,1119,119995,Tuesday,4,54589.0,445.0,43515.0,247.0,156.0,20914.0,129.0,1,1
835368361280812,Biết rồi nhưng how 😒,Biết rồi nhưng how 😒,2023-05-29 06:28:41,1,0,1045,823,13523,Monday,6,8949.0,242.0,1308.0,18.0,37.0,2959.0,10.0,20,1
834860264664955,"Ta có thể không kiểm soát được những ý kiến tiêu cực từ bên ngoài, nhưng ta có thể kiểm soát được cách đón nhận chúng","Ta có thể không kiểm soát được những ý kiến tiêu cực từ bên ngoài, nhưng ta có thể kiểm soát được cách đón nhận chúng",2023-05-28 12:51:48,1,0,32,126,2517,Sunday,12,1709.0,762.0,13.0,1.0,26.0,6.0,0.0,117,0
833503554800626,🥹,🥹,2023-05-26 12:21:01,1,0,103,74,4609,Friday,12,3524.0,258.0,22.0,4.0,13.0,784.0,4.0,1,1
832793561538292,"À, thì ra mày chọn cái c h ế c h","À, thì ra mày chọn cái c h ế c h",2023-05-25 05:06:38,1,0,43,47,2544,Thursday,5,1376.0,10.0,1106.0,5.0,3.0,44.0,0.0,32,0
832317721585876,Bạn không hề đáng ghét. Luôn có điều gì đó ở bạn xứng đáng để được yêu thương 🌼,Bạn không hề đáng ghét. Luôn có điều gì đó ở bạn xứng đáng để được yêu thương 🌼,2023-05-24 12:22:40,0,0,59,115,2490,Wednesday,12,1666.0,756.0,6.0,3.0,41.0,17.0,1.0,79,1
832292758255039,"""Cám ơn vì sự tồn tại của cậu"", đó không chỉ là một câu nói sến súa.

Có những ngày cậu tan vỡ và chỉ cần ở bên một ai đó, họ thậm chí chẳng cần làm gì, chỉ cần ở đó, cạnh cậu và mọi đau khổ dường như tan biến.Xem thêm Cậu lại bắt đầu nhìn thấy cuộc sống tốt đẹp một lần nữa.

Có vài người, sẽ thực sự cứu lấy cậu chỉ cần bằng sự hiện diện của họ.

(im tràchanh - group Hai Chiều)","""Cám ơn vì sự tồn tại của cậu"", đó không chỉ là một câu nói sến súa.

Có những ngày cậu tan vỡ và chỉ cần ở bên một ai đó, họ thậm chí chẳng cần làm gì, chỉ cần ở đó, cạnh cậu và mọi đau khổ dường như tan biến.Xem thêm Cậu lại bắt đầu nhìn thấy cuộc sống tốt đẹp một lần nữa.

Có vài người, sẽ thực sự cứu lấy cậu chỉ cần bằng sự hiện diện của họ.

(im tràchanh - group Hai Chiều)",2023-05-24 11:23:25,1,0,206,661,4094,Wednesday,11,2332.0,1669.0,6.0,1.0,68.0,17.0,1.0,380,0
831818288302486,"🥹🥹 Vì sao con trai nên trả tiền cho buổi hẹn đầu tiên vậy ha? Có lý do gì cụ thể hông hay chỉ là 1 mặc định về giới tính nhỉ?

(Một câu hỏi thảo luận thú vị trong group, mình share lại để mọi người cùng đọc. Các bro có thể xem bài viết gốc dưới cmt nhé)

-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-
Thật thú vị khi đọc nhận định của mọi người, đương nhiên bất cứ nhận định nào, thậm chí xem việc con trai ""phải"" trả tiền buổi hẹn đầu, với mình đều có lý với chính bản thân họ cả. Nhưng mình chỉ muốn ném thêm 1 vài suy tư cá nhân để mọi người suy nghĩ thêm xem sao:

- Tại sao xem việc con trai trả tiền = galant? = tinh tế? = biết cách cư xử? Nghĩa là chúng ta đang xem 1 hành động nào đó đại diện cho một sự ""đẹp đẽ"" í. Giống ngày xưa người ta ""cổ vũ"" phụ nữ tam tòng, tứ đức và xem đó là chuẩn mực của người PN.

- Tại sao xem việc chủ động trả tiền là ""có ý định theo đuổi""? Nghĩa là từ đầu MQH đang là ""một bên cần, một bên chưa cần nhưng sẽ đánh giá lòng thành của người kia rồi quyết định gật đầu""? Như kiểu công ty cho nhân viên thử việc, thấy thái độ tốt thì ký hợp đồng chính thức í hả?

- Có lý do là con trai trả tiền vì con gái đã tốn tiền make up nữa chứ =))...

Rồi, để mọi người dễ dàng nhận ra đâu là định kiến, thì hãy đặt trường hợp 2 bạn nữ hẹn hò thử xem :3 Lúc này thì ""bạn nam"" nào sẽ chủ động trả nhỉ? Hay bạn có bản dạng giới là nam sẽ trả? Hoặc 2 bạn nam hẹn hò, thì bạn nam nào tự cảm nhận mình là nữ sẽ kỳ vọng người kia trả ư?

Hehe, đương nhiên chuyện trả tiền buổi đầu tiên không nên phức tạp như vậy đúng hông? Nhưng cũng giống cuộc chiến ""ai là người rửa bát"", vấn đề không phải ở cái bát, mà vấn đề ở mindset. Vấn đề này cũng tương tự thui.

Nghĩ cho vui cũng được, còn hành xử theo thói quen và số đông để mình không lạc loài cũng chẳng sao đâu :3

(Đào Lê Tâm An)","🥹🥹 Vì sao con trai nên trả tiền cho buổi hẹn đầu tiên vậy ha? Có lý do gì cụ thể hông hay chỉ là 1 mặc định về giới tính nhỉ?

(Một câu hỏi thảo luận thú vị trong group, mình share lại để mọi người cùng đọc. Các bro có thể xem bài viết gốc dưới cmt nhé)

-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-
Thật thú vị khi đọc nhận định của mọi người, đương nhiên bất cứ nhận định nào, thậm chí xem việc con trai ""phải"" trả tiền buổi hẹn đầu, với mình đều có lý với chính bản thân họ cả. Nhưng mình chỉ muốn ném thêm 1 vài suy tư cá nhân để mọi người suy nghĩ thêm xem sao:

- Tại sao xem việc con trai trả tiền = galant? = tinh tế? = biết cách cư xử? Nghĩa là chúng ta đang xem 1 hành động nào đó đại diện cho một sự ""đẹp đẽ"" í. Giống ngày xưa người ta ""cổ vũ"" phụ nữ tam tòng, tứ đức và xem đó là chuẩn mực của người PN.

- Tại sao xem việc chủ động trả tiền là ""có ý định theo đuổi""? Nghĩa là từ đầu MQH đang là ""một bên cần, một bên chưa cần nhưng sẽ đánh giá lòng thành của người kia rồi quyết định gật đầu""? Như kiểu công ty cho nhân viên thử việc, thấy thái độ tốt thì ký hợp đồng chính thức í hả?

- Có lý do là con trai trả tiền vì con gái đã tốn tiền make up nữa chứ =))...

Rồi, để mọi người dễ dàng nhận ra đâu là định kiến, thì hãy đặt trường hợp 2 bạn nữ hẹn hò thử xem :3 Lúc này thì ""bạn nam"" nào sẽ chủ động trả nhỉ? Hay bạn có bản dạng giới là nam sẽ trả? Hoặc 2 bạn nam hẹn hò, thì bạn nam nào tự cảm nhận mình là nữ sẽ kỳ vọng người kia trả ư?

Hehe, đương nhiên chuyện trả tiền buổi đầu tiên không nên phức tạp như vậy đúng hông? Nhưng cũng giống cuộc chiến ""ai là người rửa bát"", vấn đề không phải ở cái bát, mà vấn đề ở mindset. Vấn đề này cũng tương tự thui.

Nghĩ cho vui cũng được, còn hành xử theo thói quen và số đông để mình không lạc loài cũng chẳng sao đâu :3

(Đào Lê Tâm An)",2023-05-23 14:59:54,1,0,252,140,1837,Tuesday,14,1208.0,154.0,453.0,3.0,7.0,10.0,2.0,1885,2
831742408310074,"Nếu họ khôn ngoan, đừng cãi nhau với họ; nếu họ là kẻ ngốc, hãy bỏ qua họ. 🥹
-Epictetus","Nếu họ khôn ngoan, đừng cãi nhau với họ; nếu họ là kẻ ngốc, hãy bỏ qua họ. 🥹
-Epictetus",2023-05-23 12:22:12,0,0,22,27,1277,Tuesday,12,1028.0,216.0,14.0,1.0,8.0,10.0,0.0,87,1
831551801662468,"Quá khứ là một chuyện đã qua, có muốn cũng không thay đổi được. ""Không quan trọng quá khứ"" là một tiêu chí không áp dụng cho tất cả mọi người, sẽ có những thứ bạn đã làm - cố ý hay vô tình - vẫn phạm vào nhữngXem thêm giá trị cấm kỵ của một ai đó. Vì vậy, họ chẳng có nghĩa vụ gì phải chấp nhận, điều đó cũng chẳng làm họ trở nên nhỏ nhen hay ích kỷ.

Tuy nhiên, không chấp nhận quá khứ của 1 người không có nghĩa bạn được quyền lên án, mạt sát, sỉ nhục họ. Và hãy nhớ rằng: Khi đã chấp nhận rồi, thì đó không phải là ban phát tình thương hay sự nhân đạo. Một khi đã chấp nhận đồng nghĩa với việc hoàn toàn bỏ qua và không bao giờ sử dụng nó để chì chiết người còn lại.

Nếu không chấp nhận thì hãy văn minh rời đi, vì họ không phù hợp với bạn, hết.

(Via Đào Lê Tâm An)","Quá khứ là một chuyện đã qua, có muốn cũng không thay đổi được. ""Không quan trọng quá khứ"" là một tiêu chí không áp dụng cho tất cả mọi người, sẽ có những thứ bạn đã làm - cố ý hay vô tình - vẫn phạm vào nhữngXem thêm giá trị cấm kỵ của một ai đó. Vì vậy, họ chẳng có nghĩa vụ gì phải chấp nhận, điều đó cũng chẳng làm họ trở nên nhỏ nhen hay ích kỷ.

Tuy nhiên, không chấp nhận quá khứ của 1 người không có nghĩa bạn được quyền lên án, mạt sát, sỉ nhục họ. Và hãy nhớ rằng: Khi đã chấp nhận rồi, thì đó không phải là ban phát tình thương hay sự nhân đạo. Một khi đã chấp nhận đồng nghĩa với việc hoàn toàn bỏ qua và không bao giờ sử dụng nó để chì chiết người còn lại.

Nếu không chấp nhận thì hãy văn minh rời đi, vì họ không phù hợp với bạn, hết.

(Via Đào Lê Tâm An)",2023-05-23 04:22:11,1,0,55,331,3311,Tuesday,4,2356.0,881.0,13.0,2.0,35.0,24.0,0.0,770,0
831191278365187,"Quên Nokia đi, drama mới là thứ connecting people.

Ad và một nhóm bạn chưa thân lắm đang hơi gượng gạo vì không biết nói gì, thì một đứa tự nhiên bảo: ""Rồi cuối cùng là V với Chen nì có đang quen nhau không vậy?"" Thế là tự nhiên cả đám nhao nhao lên, ríu ra ríu rít như hội bạn thân từ thời tiểu học 🥹","Quên Nokia đi, drama mới là thứ connecting people.

Ad và một nhóm bạn chưa thân lắm đang hơi gượng gạo vì không biết nói gì, thì một đứa tự nhiên bảo: ""Rồi cuối cùng là V với Chen nì có đang quen nhau không vậy?"" Thế là tự nhiên cả đám nhao nhao lên, ríu ra ríu rít như hội bạn thân từ thời tiểu học 🥹",2023-05-22 15:43:44,1,0,164,35,2122,Monday,15,1069.0,15.0,1003.0,4.0,2.0,29.0,0.0,302,1
830406525110329,"“Thực chất tình yêu chính là thứ không ai có thể cướp khỏi tay bạn nhưng cũng không phải là thứ ta có thể chiếm hữu mãi mãi. Giống như một quả sung hay một chùm nho, bạn sẽ gặt hái nó vào thời gian thích hợp của năm. Tuy nhiên, nếu bạn mong ước những điều này vào mùa đông, rõ ràng bạn là một kẻ ngốc”

Epictetus","“Thực chất tình yêu chính là thứ không ai có thể cướp khỏi tay bạn nhưng cũng không phải là thứ ta có thể chiếm hữu mãi mãi. Giống như một quả sung hay một chùm nho, bạn sẽ gặt hái nó vào thời gian thích hợp của năm. Tuy nhiên, nếu bạn mong ước những điều này vào mùa đông, rõ ràng bạn là một kẻ ngốc”

Epictetus",2023-05-21 12:35:16,0,0,22,82,1619,Sunday,12,1200.0,390.0,4.0,1.0,7.0,17.0,0.0,312,0
829092011908447,🌚🌚🌚,🌚🌚🌚,2023-05-19 14:43:44,1,0,469,285,9799,Friday,14,5252.0,55.0,3302.0,11.0,14.0,1154.0,11.0,3,3
828515211966127,"Mỗi khi bị tư bản bòn rút về sức sáng tạo, ad sẽ trông cậy rất nhiều vào đứa trẻ tăng động bên trong mình :3

Bạn thì sao? Nguồn năng lượng của bạn được tái tạo bằng cách gì?","Mỗi khi bị tư bản bòn rút về sức sáng tạo, ad sẽ trông cậy rất nhiều vào đứa trẻ tăng động bên trong mình :3

Bạn thì sao? Nguồn năng lượng của bạn được tái tạo bằng cách gì?",2023-05-18 15:08:55,1,0,59,43,2142,Thursday,15,1411.0,691.0,8.0,0.0,27.0,5.0,0.0,174,0
828449448639370,"Mặt Trời sẽ thấy trái đất luôn xanh tươi và ấm áp, trong khi Mặt Trăng một mực cãi rằng đó là một nơi tối tăm và lạnh lẽo 🌞🌝","Mặt Trời sẽ thấy trái đất luôn xanh tươi và ấm áp, trong khi Mặt Trăng một mực cãi rằng đó là một nơi tối tăm và lạnh lẽo 🌞🌝",2023-05-18 13:04:27,0,0,50,105,3799,Thursday,13,2796.0,641.0,38.0,6.0,27.0,291.0,0.0,124,2
826924282125220,Mong là Seagame sau môn này đc đưa vào để tôi còn cống hiến cho đất nước 🥹,Mong là Seagame sau môn này đc đưa vào để tôi còn cống hiến cho đất nước 🥹,2023-05-16 03:36:01,1,0,1596,591,10754,Tuesday,3,5998.0,385.0,2310.0,26.0,67.0,1968.0,0.0,74,1
826446852172963,Chuyện về con mèo bày đặt xàm ngôn nhưng thật ra là nhút nhát🐱,Chuyện về con mèo bày đặt xàm ngôn nhưng thật ra là nhút nhát🐱,2023-05-15 09:53:03,1,0,31,56,1844,Monday,9,1168.0,157.0,88.0,3.0,10.0,418.0,0.0,62,1
